time,drift_score,status
2026-03-11 23:39:13.658300,0.8782206674791923,Drift Detected
2026-03-12 01:45:41.845893,0.13346632359929878,Stable
2026-03-12 02:14:03.500488,0.6467231066931781,Drift Detected
2026-03-12 03:07:22.679714,0.7880062101083088,Drift Detected
2026-03-12 03:14:36.320579,0.9137878822604407,Drift Detected
2026-03-12 03:15:36.068084,0.8944446881016226,Drift Detected
2026-03-12 11:40:31.020842,0.26037382910554985,Stable
2026-03-12 12:15:37.338879,0.9429627812753655,Drift Detected
